ambiguity,fileid,nps,numbers,sent
Neither,test/17511,construction equipment~~~cigarettes~~~tobacco,"['S', 'P', 'S']","South Korea will cut import taxes on 50 goods, including construction equipment, cigarettes and tobacco, to help reduce its trade surplus with the United States, the Finance Ministry said today."
Oxford,test/17519,Chevron Corp <CHV>~~~Exxon Corp <XON>~~~Mobil Corp <MOB>~~~Texaco Inc <TX>,"['S', 'S', 'S', 'S']","Aramco Corp was formerly owned by Chevron Corp <CHV>, Exxon Corp <XON>, Mobil Corp <MOB> and Texaco Inc <TX> but is now owned by Saudi Arabia which bought its assets although the ex-partners have various agreements with Saudi Arabia."
Oxford,test/17529,Hong Kong~~~Malaysia~~~the Philippines~~~Singapore~~~Taiwan~~~Thailand,"['S', 'S', 'S', 'S', 'S', 'S']","CPC said Ajinomoto is also purchasing 50 pct interests in CPC's wholly-owned subsidiaries in Hong Kong, Malaysia, the Philippines, Singapore, Taiwan and Thailand."
Oxford,test/17551,<Venture W Inc>~~~<National Brands Inc>~~~J. Patrick Michaels Jr~~~<CEA Investors Partnership,"['S', 'S', 'S', 'S']","Video said the shares are to be purchased by Louis Wolfson III, senior vice president of <Venture W Inc>, <National Brands Inc>, J. Patrick Michaels Jr and <CEA Investors Partnership II>. Video said it currently has 7,525,000 shares of common stock outstanding."
Neither,test/17559,an cash~~~shares~~~options,"['S', 'P', 'P']","Marcade Group Inc said it has agreed in principle to acquire a prominent, privately-held maker of ladies' sports wear for an cash, shares and options to purchase Marcade common valued at about 20 mln dlrs."
Oxford,test/17574,management~~~the board of directors~~~First Boston,"['S', 'S', 'S']","The suit also alleges that management, the board of directors, and First Boston engaged in an illegal scheme of entrenchment through a combination of selling to First Boston Securities Corp the super voting preferred at a bargain price, the grant to the company employee stock plan of convertible voting preferred, the six mln share open market repurchase program and the manner in which its financing has been structured."
Oxford,test/17574,the super voting preferred at a bargain price~~~the grant to the company employee stock plan of convertible voting preferred~~~the six mln share open market repurchase program~~~the manner in which its financing has been structured,"['S', 'S', 'S', 'S']","The suit also alleges that management, the board of directors, and First Boston engaged in an illegal scheme of entrenchment through a combination of selling to First Boston Securities Corp the super voting preferred at a bargain price, the grant to the company employee stock plan of convertible voting preferred, the six mln share open market repurchase program and the manner in which its financing has been structured."
Oxford,test/17585,Steero Bouillon of Jersey City~~~N.J.~~~Blue Channel Inc~~~a Beaufort~~~S.C.~~~producer of canned crabmeat~~~the canned shrimp products line of DeJean Packing Inc of Biloxi~~~Miss. Borden,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S']","Borden said the other three companies being acquired are Steero Bouillon of Jersey City, N.J., Blue Channel Inc, a Beaufort, S.C., producer of canned crabmeat, and the canned shrimp products line of DeJean Packing Inc of Biloxi, Miss. Borden also said the divestment of three operations with about 50 mln dlrs a year in sales is expected to produce nearly 45 mln dlrs in cash for use toward the purchase of new businesses."
Oxford,test/17595,"the sale~~~a previously-announced agreement for Coca-Cola to buy 1,600,000 Coke Consolidated common shares~~~operating cash flow","['S', 'S', 'S']","The company said the sale, a previously-announced agreement for Coca-Cola to buy 1,600,000 Coke Consolidated common shares and operating cash flow should allow it to reduce its long-term debvt to about 200 nmln dlrs from 325 mln dlrs at the end of the first quarter."
Oxford,test/17612,the company~~~PaineWebber~~~any company affiliated with PaineWebber,"['S', 'S', 'S']","The acquisition is being evaluated by Geodyne board members not employed by the company, PaineWebber or any company affiliated with PaineWebber."
Neither,test/17654,much confusion~~~many unmatched trades~~~large losses,"['S', 'P', 'P']","As a result, Elders' O'Neill said, there was much confusion, many unmatched trades, and large losses."
Neither,test/17688,auto garages~~~car dealers~~~other businesses,"['P', 'P', 'P']","BresLube, based in Toronto, collects used lubricating oils from auto garages, car dealers and other businesses, and re-refines it for resale."
Oxford,test/17700,Walter Haefner~~~a Swiss financier~~~a major Wyly investor,"['S', 'S', 'S']","In 1983, Walter Haefner, a Swiss financier and a major Wyly investor, lured Gregory J. Liemandt away from his job as chairman of General Electric Co's <GE> computer services unit."
Oxford,test/17700,sales~~~marketing~~~research~~~development,"['P', 'S', 'S', 'S']","Wang said he would look closely at the combined operations of the two companies and cut duplication in sales, marketing and research and development."
Lack of Oxford,test/17701,"its employees~~~management~~~its financial adviser , First Boston Corp <FBC>","['P', 'S', 'S']","Under the plan, it also said 40 pct of its shares will be controlled by its employees, management, and its financial adviser, First Boston Corp <FBC>."
Oxford,test/17714,gold~~~silver~~~copper~~~aluminum,"['S', 'S', 'S', 'S']","On May 5, COMEX eliminated price limits on the two contracts following each spot delivery in gold, silver, copper and aluminum futures after a review of its clearing operations, which were severely tested by a volatile market in silver futures at the end of April."
Oxford,test/17714,inflation~~~the dollar~~~other factors,"['S', 'S', 'P']","During the last week of April, silver futures often traded at the daily allowable limit amid concerns about inflation, the dollar, and other factors."
Neither,test/17714,much confusion~~~many unmatched trades~~~large losses for some traders,"['S', 'P', 'P']","As a result, O'Neill said, there was much confusion, many unmatched trades, and large losses for some traders."
Oxford,test/17716,cash~~~the assumption of liabilities~~~the provision of up to 10 mln dlrs in equity and debt financing,"['S', 'S', 'P']","Total Health Systems Inc said it has agreed to acquire CoMED Inc of Denville, N.J., a health maintenance organization with over 63,000 subscribers, for an undisclosed amount of cash, the assumption of liabilities and the provision of up to 10 mln dlrs in equity and debt financing."
Oxford,test/17719,Rice~~~Hall~~~James~~~Associates,"['S', 'S', 'S', 'S']","United Asset Management corp said it has completed the acquisition of Rice, Hall, James and Associates of San Diego for undisclosed terms."
Oxford,test/17750,Britain~~~France~~~West,"['S', 'S', 'S']","Free men should not cower before such challenges, and they should not expect to stand alone."" Reagan will meet the leaders of Britain, France, West Germany, Italy, Canada and Japan at the economic summit, which will take place in Venice June 8-10."
Lack of Oxford,test/17755,feedgrains~~~oilseeds~~~wheat,"['P', 'P', 'S']","The Commodity Credit Corporation (CCC) has reallocated 50.0 mln dlrs in credit guarantees from the previously announced undesignated line to provide additional guarantees for sales of feedgrains, oilseeds, and wheat to South Korea, the U.S. Agriculture Department said."
Oxford,test/17755,the feed grains line by 23 mln dlrs to 63 mln~~~the oilseed line by seven mln dlrs to 52 mln~~~the wheat guarantee line by 20 mln to 165 mln dlrs,"['S', 'S', 'S']","The department said the action increases the feed grains line by 23 mln dlrs to 63 mln, the oilseed line by seven mln dlrs to 52 mln, and the wheat guarantee line by 20 mln to 165 mln dlrs."
Oxford,test/17763,"cash~~~a 13,550,000 dlr promissory note~~~warrants to buy 200,000 PharmaControl common shares","['S', 'S', 'P']","PharmaControl Corp said it acquired Private Formulations Inc from <Revco D.S. Inc> for six mln dlrs in cash, a 13,550,000 dlr promissory note and warrants to buy 200,000 PharmaControl common shares."
Oxford,test/17766,a possible merger~~~tender offer~~~another acquisition proposal,"['S', 'S', 'S']","Fisher Foods Inc <FHR> said <5300 Richmond Road Corp>, its largest shareholder, has not yet reached a definitive decision about whether it will buy more Fisher stock through a possible merger, tender offer or another acquisition proposal."
Oxford,test/17766,<American Seaways Foods Inc>~~~<Rini Holding Co>~~~<Rego Companies>,"['S', 'S', 'S']","5300 is a Delaware corporation formed by <American Seaways Foods Inc>, <Rini Holding Co> and <Rego Companies> which owns 1.5 mln shares of Fisher, or about 44 pct of its outstanding common stock."
Oxford,test/17771,Atlantic Richfield Corp <ARC>~~~Shell Oil Co~~~a subsidiary of the Royal Dutch/Shell Group <RD> and Texaco Inc <TX>,"['S', 'S', 'P']",""" The Basin Pipeline is jointly owned by Atlantic Richfield Corp <ARC>, Shell Oil Co, a subsidiary of the Royal Dutch/Shell Group <RD> and Texaco Inc <TX>, which is the pipeline's operator."
Oxford,test/17775,new management~~~lower corporate overhead~~~a new location in Saddle Brook,"['S', 'S', 'S']","Forstmann Little said it acquired Sybron in February 1986 and since that time Sybron has been substantially restructured, with new management, lower corporate overhead and a new location in Saddle Brook, N.J. Fortsmann Little said <Goldman Sachs and Co> will act as its financial advisor for the move."
Oxford,test/17782,aerospace~~~ordnance~~~computer,"['S', 'S', 'S']","Headquartered in Keene, N.H., MPB designs and makes precision ball and roller bearings used in aerospace, ordnance and computer applications."
Lack of Oxford,test/17782,subordinated notes~~~preferred stock~~~common stock in an amount,"['P', 'S', 'S']","Allied-Signal said Bearing Acquisition is a newly-formed corporation owned by an investors group organized by Harold S. Geneen and Donaldson Lufkin and Jenrette Securities Corp. Wells Fargo Bank provided senior debt financing to Bearing Acquisition and Donaldson Lufkin and Jenrette provided bridge financing in the form of subordinated notes, preferred stock and common stock in an amount sufficient to fund the purchase price, Allied-Signal added."
Oxford,test/17783,cadmium~~~bismuth~~~indium,"['S', 'S', 'S']","The smelter also produced cadmium, bismuth and indium."
Oxford,test/17785,"Cincinnati , Ohio~~~financier Carl Lindner~~~his American Financial Corp","['S', 'S', 'S']","Republic, which is controlled by Cincinnati, Ohio, financier Carl Lindner and his American Financial Corp, said it bought 219,000 Buckeye units between May 14 and 22 at prices ranging from 22.49 to 23.02 dlrs each, or about 5.0 mln dlrs total."
Oxford,test/17805,cadmium~~~bismuth~~~indium,"['S', 'S', 'S']","The smelter also produced cadmium, bismuth and indium."
Neither,test/17808,"lifo charge of 1.5 mln dlrs~~~pension expenses declined by 879,000 dlrs due to change in accounting~~~interest decreased by 382,000 dlrs","['S', 'P', 'S']","Shr 73 cts vs 60 cts Net 4.6 mln vs 3.8 mln Revs 112.8 mln vs 104.1 mln NOTE:1987 includes lifo charge of 1.5 mln dlrs, pension expenses declined by 879,000 dlrs due to change in accounting, interest decreased by 382,000 dlrs."
Oxford,test/17816,Vermillion Parish~~~La. Trigon Exploration Co.~~~Inc,"['S', 'S', 'S']","The Energy Department said it reached proposed oil pricing settlements totaling 680,150 dlrs with the operator and four working interest owners of A.D. LeBlanc No. 1 well, Vermillion Parish, La. Trigon Exploration Co., Inc operated the well from June 1979 to January 1981 for D. Bryan Ferguson, C. William Rogers, Omni Drilling Partnership No 1978-2 and Entex Inc. DOE alleged Trigon caused overcharges of 624,208 dlrs by improperly classifying its oil as ""newly discovered crude,"" a classification that allowed charging higher prices during a period of price controls."
